model,family,processing,n,completion_rate,semantic_accuracy,exact_accuracy,strict_accuracy,mean_input_tokens,mean_total_tokens,mean_thought_tokens,mean_provider_latency_seconds,median_provider_latency_seconds,stdev_provider_latency_seconds,provider_latency_cv,max_provider_latency_seconds,mean_wall_latency_seconds,errors
gemini-3.7-flash,fine_motion_ablation,agentic,24,1.0,0.8929398148148149,0.5833333333333334,0.0,327.8333333333333,9071.25,1992.375,15.376058901000002,14.30475424999986,5.639299847700447,0.3667584706854686,29.533439833001466,15.69970661295838,0
gemini-3.7-flash,fine_motion_ablation,static,24,1.0,0.31977513227513227,0.125,0.0,557.0,2470.375,1876.0833333333333,11.452066209958351,11.256955416999517,4.190740934007096,0.36593753975705806,21.328643916000146,11.773287781249792,0
